Voltage	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent
	YSR-1-25A			YSR-1-25B			YSR-1-25C			YSR-1-25D			YSR-1-25E			YSR-1-25F			YSR-1-25G		
0	0.6482	-0.6482	-2.51E-06	9.77E-08	1.06E-08	4.07E-14	2.7619	-1.6571	-6.43E-06	0.45771	-0.27462	-1.06E-06	0.83437	-0.50062	-1.94E-06	3.96E-06	-2.19E-06	-8.48E-12	4.659	-2.7954	-1.09E-05
0	3.01E-05	3.01E-05	1.17E-10	1.96E-07	9.00E-08	3.49E-13	0.0001278	7.67E-05	2.98E-10	5.22E-05	3.13E-05	1.22E-10	2.94E-05	1.77E-05	6.85E-11	1.22E-05	-7.15E-06	-2.77E-11	0.0002157	0.00012942	5.03E-10
0.05	1.88E-05	1.88E-05	7.29E-11	1.78E-07	-2.91E-08	-1.13E-13	0.00010981	6.59E-05	2.56E-10	4.51E-05	2.70E-05	1.05E-10	2.45E-05	1.47E-05	5.71E-11	2.61E-05	-1.56E-05	-6.07E-11	0.00013907	8.34E-05	3.23E-10
0.1	0.651	0.651	2.52E-06	2.01E-07	5.84E-09	2.20E-14	2.7758	1.6655	6.46E-06	0.46001	0.27601	1.07E-06	0.83834	0.503	1.95E-06	3.75E-05	-2.23E-05	-8.67E-11	4.6921	2.8152	1.09E-05
0.15	1.302	1.302	5.04E-06	2.13E-07	9.98E-08	3.87E-13	5.5444	3.3267	1.29E-05	0.91904	0.55142	2.14E-06	1.6744	1.0047	3.90E-06	1.76E-05	1.06E-05	4.09E-11	9.3709	5.6225	2.18E-05
0.2	1.952	1.952	7.56E-06	1.40E-07	3.64E-08	1.41E-13	8.3118	4.9871	1.93E-05	1.3781	0.82684	3.21E-06	2.5101	1.5061	5.84E-06	2.95E-06	1.77E-06	6.87E-12	14.048	8.429	3.27E-05
0.25	2.6	2.6	1.01E-05	2.17E-07	8.84E-08	3.44E-13	11.076	6.6456	2.58E-05	1.8368	1.1021	4.28E-06	3.3448	2.0069	7.78E-06	1.38E-06	8.30E-07	3.22E-12	18.72	11.232	4.36E-05
0.3	3.246	3.246	1.26E-05	1.51E-07	7.46E-08	2.90E-13	13.839	8.3032	3.22E-05	2.2956	1.3774	5.34E-06	4.1788	2.5073	9.72E-06	6.21E-07	3.72E-07	1.44E-12	23.391	14.035	5.44E-05
0.35	3.894	3.894	1.51E-05	2.68E-07	-9.55E-08	-3.70E-13	16.607	9.9642	3.86E-05	2.7556	1.6533	6.41E-06	5.0148	3.0089	1.17E-05	4.66E-07	2.79E-07	1.08E-12	28.072	16.843	6.53E-05
0.4	4.544	4.544	1.76E-05	2.29E-07	1.03E-07	3.98E-13	19.375	11.625	4.51E-05	3.216	1.9296	7.48E-06	5.8509	3.5105	1.36E-05	3.59E-07	2.15E-07	8.34E-13	32.752	19.651	7.62E-05
0.45	5.192	5.192	2.01E-05	2.98E-07	1.22E-07	4.73E-13	22.145	13.287	5.15E-05	3.676	2.2056	8.56E-06	6.6872	4.0123	1.55E-05	4.91E-07	2.95E-07	1.14E-12	37.435	22.461	8.71E-05
0.5	5.838	5.838	2.26E-05	2.09E-07	9.04E-08	3.51E-13	24.91	14.946	5.80E-05	4.1361	2.4817	9.60E-06	7.522	4.5132	1.75E-05	3.76E-07	2.26E-07	8.76E-13	42.109	25.266	9.80E-05
0.5	6.484	6.484	2.51E-05	1.62E-07	9.72E-08	3.77E-13	27.674	16.605	6.44E-05	4.5966	2.758	1.07E-05	8.3567	5.014	1.95E-05	3.70E-07	2.22E-07	8.63E-13	46.768	28.061	0.00010884
0.45	6.484	6.484	2.51E-05	8.97E-08	-3.05E-08	-1.18E-13	27.674	16.604	6.44E-05	4.5968	2.7581	1.07E-05	8.3566	5.014	1.95E-05	1.69E-07	1.02E-07	3.94E-13	46.767	28.06	0.00010883
0.4	5.834	5.834	2.26E-05	2.75E-07	-1.65E-07	-6.40E-13	24.91	14.946	5.80E-05	4.1364	2.4818	9.60E-06	7.522	4.5132	1.75E-05	8.57E-08	-5.14E-08	-1.99E-13	42.103	25.262	9.80E-05
0.35	5.19	5.19	2.01E-05	2.15E-07	-1.29E-07	-5.00E-13	22.145	13.287	5.15E-05	3.6758	2.2055	8.56E-06	6.687	4.0122	1.55E-05	1.27E-07	-7.60E-08	-2.95E-13	37.436	22.461	8.71E-05
0.3	4.544	4.544	1.76E-05	2.22E-07	-1.33E-07	-5.18E-13	19.376	11.625	4.51E-05	3.2154	1.9292	7.48E-06	5.8507	3.5104	1.36E-05	2.14E-07	-1.29E-07	-4.98E-13	32.754	19.653	7.62E-05
0.25	3.894	3.894	1.51E-05	2.46E-07	-1.48E-07	-5.73E-13	16.607	9.9641	3.86E-05	2.755	1.653	6.41E-06	5.0147	3.0088	1.17E-05	2.17E-07	-1.30E-07	-5.07E-13	28.073	16.844	6.53E-05
0.2	3.244	3.244	1.26E-05	1.93E-07	-1.16E-07	-4.49E-13	13.838	8.303	3.22E-05	2.2951	1.377	5.34E-06	4.1787	2.5072	9.72E-06	3.06E-07	-1.83E-07	-7.13E-13	23.393	14.036	5.44E-05
0.15	2.598	2.598	1.01E-05	2.28E-07	-1.25E-07	-4.82E-13	11.076	6.6454	2.58E-05	1.8365	1.1019	4.27E-06	3.3447	2.0068	7.79E-06	3.04E-07	-7.78E-08	-3.02E-13	18.723	11.234	4.36E-05
0.1	1.952	1.952	7.56E-06	3.34E-07	-2.00E-07	-7.77E-13	8.3116	4.987	1.93E-05	1.3778	0.82668	3.21E-06	2.51	1.506	5.84E-06	2.60E-07	-1.56E-07	-6.05E-13	14.05	8.4299	3.27E-05
0.05	1.3	1.3	5.04E-06	2.62E-07	-1.10E-07	-4.28E-13	5.5443	3.3266	1.29E-05	0.91888	0.55133	2.14E-06	1.6743	1.0046	3.90E-06	2.95E-07	-1.77E-07	-6.87E-13	9.3719	5.6231	2.18E-05
0	0.651	0.651	2.52E-06	3.47E-07	-2.08E-07	-8.06E-13	2.7758	1.6655	6.46E-06	0.45995	0.27597	1.07E-06	0.83828	0.50297	1.95E-06	3.09E-07	-1.86E-07	-7.20E-13	4.6926	2.8156	1.09E-05
-0.05	1.44E-05	1.44E-05	5.60E-11	2.00E-07	-9.48E-08	-3.68E-13	0.00046921	0.00028153	1.09E-09	5.38E-05	3.20E-05	1.24E-10	2.22E-05	1.32E-05	5.12E-11	3.62E-07	-2.17E-07	-8.41E-13	0.00015201	9.12E-05	3.53E-10
-0.1	0.648	-0.648	-2.51E-06	2.39E-07	-9.81E-08	-3.81E-13	2.7624	-1.6575	-6.43E-06	0.45761	-0.27457	-1.06E-06	0.83435	-0.50061	-1.94E-06	3.85E-07	-2.31E-07	-8.96E-13	4.6663	-2.7998	-1.09E-05
-0.15	1.296	-1.296	-5.03E-06	3.65E-07	-2.19E-07	-8.49E-13	5.5309	-3.3186	-1.29E-05	0.91598	-0.54959	-2.13E-06	1.6705	-1.0023	-3.89E-06	4.51E-07	-2.70E-07	-1.05E-12	9.3439	-5.6064	-2.18E-05
-0.2	1.942	-1.942	-7.54E-06	2.60E-07	-8.26E-08	-3.21E-13	8.2987	-4.9792	-1.93E-05	1.3741	-0.82446	-3.20E-06	2.5062	-1.5037	-5.83E-06	5.37E-07	-3.22E-07	-1.25E-12	14.018	-8.4107	-3.26E-05
-0.25	2.592	-2.592	-1.00E-05	2.65E-07	-1.59E-07	-6.19E-13	11.063	-6.6379	-2.57E-05	1.8314	-1.0988	-4.26E-06	3.341	-2.0046	-7.77E-06	3.35E-07	-2.01E-07	-7.80E-13	18.685	-11.211	-4.35E-05
-0.3	3.238	-3.238	-1.26E-05	2.44E-07	-8.34E-08	-3.23E-13	13.826	-8.2959	-3.22E-05	2.2884	-1.373	-5.32E-06	4.1756	-2.5053	-9.72E-06	4.60E-07	-2.76E-07	-1.07E-12	23.346	-14.007	-5.43E-05
-0.35	3.884	-3.884	-1.51E-05	2.73E-07	-1.64E-07	-6.36E-13	16.595	-9.957	-3.86E-05	2.7464	-1.6479	-6.39E-06	5.0118	-3.0071	-1.17E-05	4.55E-07	-2.73E-07	-1.06E-12	28.013	-16.808	-6.52E-05
-0.4	4.528	-4.528	-1.76E-05	3.00E-07	-1.80E-07	-6.98E-13	19.364	-11.618	-4.51E-05	3.2044	-1.9226	-7.46E-06	5.8481	-3.5088	-1.36E-05	4.75E-07	-2.85E-07	-1.10E-12	32.675	-19.605	-7.60E-05
-0.45	5.176	-5.176	-2.01E-05	2.75E-07	-9.28E-08	-3.59E-13	22.134	-13.281	-5.15E-05	3.6627	-2.1976	-8.52E-06	6.6846	-4.0108	-1.55E-05	4.98E-07	-2.99E-07	-1.16E-12	37.331	-22.399	-8.69E-05
-0.5	5.82	-5.82	-2.26E-05	2.46E-07	-1.48E-07	-5.73E-13	24.898	-14.939	-5.79E-05	4.1197	-2.4718	-9.60E-06	7.5194	-4.5117	-1.75E-05	5.09E-07	-3.05E-07	-1.18E-12	41.968	-25.181	-9.77E-05
-0.5	6.462	-6.462	-2.51E-05	4.27E-07	-2.56E-07	-9.93E-13	27.662	-16.597	-6.44E-05	4.5767	-2.746	-1.06E-05	8.3543	-5.0126	-1.94E-05	6.05E-07	-3.63E-07	-1.41E-12	46.489	-27.893	-0.00010818
-0.45	6.462	-6.462	-2.51E-05	2.34E-07	4.78E-08	1.85E-13	27.663	-16.598	-6.44E-05	4.5768	-2.7461	-1.06E-05	8.3543	-5.0126	-1.94E-05	4.34E-07	-2.61E-07	-1.01E-12	46.416	-27.85	-0.00010802
-0.4	5.82	-5.82	-2.26E-05	1.90E-07	2.78E-08	1.08E-13	24.898	-14.939	-5.79E-05	4.1198	-2.4719	-9.60E-06	7.5195	-4.5117	-1.75E-05	1.58E-07	-9.46E-08	-3.67E-13	41.621	-24.972	-9.69E-05
-0.35	5.176	-5.176	-2.01E-05	2.48E-07	-2.89E-08	-1.13E-13	22.134	-13.28	-5.15E-05	3.6627	-2.1976	-8.52E-06	6.6847	-4.0108	-1.55E-05	1.41E-07	-7.99E-08	-3.10E-13	36.903	-22.142	-8.59E-05
-0.3	4.528	-4.528	-1.76E-05	1.27E-07	6.56E-08	2.55E-13	19.365	-11.619	-4.51E-05	3.2044	-1.9226	-7.46E-06	5.8482	-3.5089	-1.36E-05	9.81E-07	-5.62E-07	-2.17E-12	32.17	-19.302	-7.49E-05
-0.25	3.886	-3.886	-1.51E-05	1.31E-07	7.85E-08	3.04E-13	16.595	-9.9573	-3.86E-05	2.7465	-1.6479	-6.39E-06	5.0119	-3.0071	-1.17E-05	1.17E-07	4.73E-08	1.83E-13	27.465	-16.479	-6.39E-05
-0.2	3.24	-3.24	-1.26E-05	1.41E-07	6.44E-08	2.50E-13	13.827	-8.2963	-3.22E-05	2.2887	-1.3732	-5.33E-06	4.1756	-2.5054	-9.72E-06	7.61E-07	-4.06E-07	-1.58E-12	22.705	-13.623	-5.28E-05
-0.15	2.594	-2.594	-1.01E-05	1.22E-07	6.56E-08	2.55E-13	11.064	-6.6384	-2.57E-05	1.8316	-1.099	-4.26E-06	3.3411	-2.0046	-7.77E-06	1.17E-07	2.17E-08	8.45E-14	17.77	-10.662	-4.13E-05
-0.1	1.946	-1.946	-7.54E-06	1.47E-07	7.36E-08	2.85E-13	8.2993	-4.9796	-1.93E-05	1.3742	-0.8245	-3.20E-06	2.5063	-1.5038	-5.83E-06	2.17E-06	1.30E-06	5.05E-12	11.973	-7.1837	-2.79E-05
-0.05	1.298	-1.298	-5.03E-06	1.42E-07	7.11E-08	2.76E-13	5.5313	-3.3188	-1.29E-05	0.91605	-0.54963	-2.13E-06	1.6705	-1.0023	-3.89E-06	1.29E-07	4.22E-08	1.64E-13	7.4108	-4.4465	-1.73E-05
0	0.6478	-0.6478	-2.51E-06	1.10E-07	6.26E-08	2.43E-13	2.7627	-1.6576	-6.43E-06	0.45764	-0.27459	-1.06E-06	0.83436	-0.50062	-1.94E-06	1.03E-06	-4.68E-07	-1.83E-12	3.7001	-2.2201	-8.62E-06
0	3.16E-05	3.16E-05	1.23E-10	1.31E-07	7.87E-08	3.06E-13	0.00035024	0.00021015	8.16E-10	4.11E-05	2.47E-05	9.57E-11	1.80E-05	1.08E-05	4.18E-11	6.31E-07	3.79E-07	1.47E-12	0.00024095	0.00014457	5.60E-10
0.05	1.53E-05	1.53E-05	5.94E-11	4.42E-08	-1.51E-09	-5.96E-15	0.0001142	6.85E-05	2.66E-10	3.94E-05	2.37E-05	9.18E-11	1.53E-05	9.14E-06	3.55E-11	2.49E-06	-1.48E-06	-5.75E-12	0.00020493	0.00012296	4.76E-10
0.1	0.6508	0.6508	2.52E-06	4.69E-07	-1.27E-07	-4.94E-13	2.7763	1.6658	6.46E-06	0.45997	0.27598	1.07E-06	0.83819	0.50291	1.95E-06	9.65E-07	5.79E-07	2.24E-12	3.7173	2.2304	8.67E-06
0.15	1.3	1.3	5.04E-06	9.35E-07	-1.67E-07	-6.46E-13	5.5452	3.3271	1.29E-05	0.91894	0.55137	2.14E-06	1.6742	1.0045	3.90E-06	1.47E-07	8.79E-08	3.42E-13	7.4334	4.46	1.73E-05
0.2	1.95	1.95	7.56E-06	1.39E-07	5.08E-08	1.97E-13	8.3131	4.9879	1.93E-05	1.3779	0.82676	3.21E-06	2.5098	1.5059	5.84E-06	8.96E-07	5.37E-07	2.08E-12	11.149	6.6891	2.59E-05
0.25	2.598	2.598	1.01E-05	2.23E-07	1.34E-07	5.20E-13	11.078	6.6466	2.58E-05	1.8367	1.102	4.27E-06	3.3445	2.0067	7.78E-06	3.03E-07	1.82E-07	7.05E-13	14.855	8.9133	3.46E-05
0.3	3.244	3.244	1.26E-05	7.40E-07	4.63E-08	1.78E-13	13.841	8.3046	3.22E-05	2.2955	1.3773	5.34E-06	4.1785	2.5071	9.72E-06	2.36E-07	1.42E-07	5.50E-13	18.567	11.14	4.32E-05
0.35	3.892	3.892	1.51E-05	2.26E-07	1.36E-07	5.27E-13	16.61	9.9657	3.87E-05	2.7556	1.6534	6.41E-06	5.0143	3.0086	1.17E-05	3.10E-07	1.86E-07	7.22E-13	22.282	13.369	5.18E-05
0.4	4.542	4.542	1.76E-05	3.29E-07	1.97E-07	7.66E-13	19.379	11.627	4.51E-05	3.2155	1.9293	7.48E-06	5.8504	3.5102	1.36E-05	3.28E-07	1.97E-07	7.65E-13	26.008	15.605	6.05E-05
0.45	5.19	5.19	2.01E-05	4.20E-07	-1.27E-07	-4.91E-13	22.149	13.289	5.15E-05	3.6762	2.2057	8.56E-06	6.6866	4.012	1.55E-05	3.47E-07	2.08E-07	8.06E-13	29.756	17.854	6.92E-05
0.5	5.836	5.836	2.26E-05	3.68E-07	4.13E-08	1.61E-13	24.915	14.949	5.80E-05	4.1365	2.4819	9.60E-06	7.5215	4.5129	1.75E-05	3.46E-07	2.08E-07	8.06E-13	33.483	20.09	7.79E-05
0.5	6.484	6.484	2.51E-05	1.37E-07	6.33E-08	2.46E-13	27.679	16.608	6.44E-05	4.5971	2.7582	1.07E-05	8.356	5.0136	1.94E-05	3.76E-07	2.26E-07	8.76E-13	37.226	22.336	8.66E-05
0.45	6.484	6.484	2.51E-05	9.06E-08	1.45E-08	5.65E-14	27.678	16.607	6.44E-05	4.5971	2.7583	1.07E-05	8.356	5.0136	1.94E-05	1.89E-07	1.14E-07	4.40E-13	37.241	22.344	8.67E-05
0.4	5.834	5.834	2.26E-05	3.24E-07	-1.95E-07	-7.54E-13	24.914	14.948	5.80E-05	4.1364	2.4818	9.60E-06	7.5213	4.5128	1.75E-05	6.31E-08	-2.18E-08	-8.45E-14	33.486	20.092	7.79E-05
0.35	5.188	5.188	2.01E-05	3.16E-07	-1.82E-07	-7.06E-13	22.148	13.289	5.15E-05	3.6762	2.2057	8.56E-06	6.6863	4.0118	1.55E-05	1.45E-07	-9.76E-09	-3.82E-14	29.747	17.848	6.92E-05
0.3	4.542	4.542	1.76E-05	4.73E-07	-2.84E-07	-1.10E-12	19.378	11.627	4.51E-05	3.2161	1.9296	7.48E-06	5.8502	3.5101	1.36E-05	9.20E-07	-5.52E-07	-2.14E-12	26.012	15.607	6.05E-05
0.25	3.892	3.892	1.51E-05	2.89E-07	-1.73E-07	-6.71E-13	16.609	9.9654	3.86E-05	2.7556	1.6534	6.41E-06	5.0142	3.0085	1.17E-05	3.46E-07	-2.08E-07	-8.05E-13	22.283	13.37	5.19E-05
0.2	3.244	3.244	1.26E-05	3.08E-07	-1.85E-07	-7.17E-13	13.84	8.3042	3.22E-05	2.2957	1.3774	5.34E-06	4.1783	2.507	9.72E-06	6.37E-07	1.86E-07	7.18E-13	18.563	11.138	4.32E-05
0.15	2.596	2.596	1.01E-05	2.40E-07	-1.44E-07	-5.60E-13	11.077	6.6464	2.58E-05	1.8368	1.1021	4.27E-06	3.3444	2.0066	7.78E-06	5.52E-07	1.13E-07	4.37E-13	14.854	8.9126	3.46E-05
0.1	1.95	1.95	7.56E-06	2.72E-07	-7.38E-08	-2.86E-13	8.3127	4.9876	1.93E-05	1.378	0.82682	3.21E-06	2.5097	1.5058	5.84E-06	3.70E-07	-3.46E-08	-1.34E-13	11.146	6.6875	2.59E-05
0.05	1.3	1.3	5.04E-06	2.78E-07	-7.07E-08	-2.72E-13	5.545	3.327	1.29E-05	0.91897	0.55138	2.14E-06	1.6741	1.0044	3.90E-06	2.92E-07	-1.12E-07	-4.35E-13	7.435	4.461	1.73E-05
0	0.6508	0.6508	2.52E-06	2.76E-07	-1.66E-07	-6.44E-13	2.7762	1.6657	6.46E-06	0.45996	0.27598	1.07E-06	0.83818	0.50291	1.95E-06	2.81E-07	-1.54E-07	-5.98E-13	3.7226	2.2336	8.67E-06
-0.05	1.66E-05	1.66E-05	6.42E-11	2.13E-07	-1.14E-07	-4.43E-13	0.00045738	0.00027443	1.06E-09	3.23E-05	1.91E-05	7.39E-11	4.22E-05	2.51E-05	9.75E-11	2.82E-07	-1.69E-07	-6.58E-13	0.00013353	8.01E-05	3.10E-10
-0.1	0.648	-0.648	-2.51E-06	2.18E-07	-1.31E-07	-5.06E-13	2.7627	-1.6576	-6.43E-06	0.45771	-0.27463	-1.07E-06	0.83425	-0.50055	-1.94E-06	4.98E-07	-2.99E-07	-1.16E-12	3.7031	-2.2219	-8.63E-06
-0.15	1.296	-1.296	-5.03E-06	2.30E-07	-1.38E-07	-5.34E-13	5.5317	-3.319	-1.29E-05	0.91617	-0.5497	-2.13E-06	1.6703	-1.0022	-3.89E-06	3.65E-07	-2.19E-07	-8.51E-13	7.4161	-4.4496	-1.73E-05
-0.2	1.942	-1.942	-7.54E-06	2.59E-07	-1.55E-07	-6.02E-13	8.3002	-4.9801	-1.93E-05	1.3743	-0.82456	-3.20E-06	2.506	-1.5036	-5.83E-06	3.97E-07	-2.38E-07	-9.26E-13	11.129	-6.6774	-2.59E-05
-0.25	2.59	-2.59	-1.00E-05	2.70E-07	-1.62E-07	-6.28E-13	11.066	-6.6393	-2.57E-05	1.8317	-1.099	-4.26E-06	3.3407	-2.0044	-7.77E-06	3.84E-07	-2.31E-07	-8.95E-13	14.839	-8.9033	-3.45E-05
-0.3	3.238	-3.238	-1.26E-05	2.23E-07	-1.34E-07	-5.20E-13	13.83	-8.2978	-3.22E-05	2.2889	-1.3733	-5.33E-06	4.1751	-2.5051	-9.72E-06	4.97E-07	-2.98E-07	-1.16E-12	18.552	-11.131	-4.32E-05
-0.35	3.884	-3.884	-1.51E-05	2.54E-07	-1.52E-07	-5.91E-13	16.599	-9.9595	-3.86E-05	2.7468	-1.6481	-6.39E-06	5.0112	-3.0067	-1.17E-05	5.38E-07	-3.23E-07	-1.25E-12	22.27	-13.362	-5.18E-05
-0.4	4.53	-4.53	-1.76E-05	1.85E-07	-1.11E-07	-4.30E-13	19.369	-11.621	-4.51E-05	3.2048	-1.9229	-7.46E-06	5.8475	-3.5085	-1.36E-05	4.10E-07	-2.46E-07	-9.55E-13	25.99	-15.594	-6.05E-05
-0.45	5.176	-5.176	-2.01E-05	2.33E-07	-1.40E-07	-5.42E-13	22.14	-13.284	-5.15E-05	3.663	-2.1978	-8.52E-06	6.6839	-4.0104	-1.55E-05	5.13E-07	-3.08E-07	-1.20E-12	29.726	-17.835	-6.92E-05
-0.5	5.82	-5.82	-2.26E-05	2.00E-07	-1.20E-07	-4.66E-13	24.905	-14.943	-5.80E-05	4.1202	-2.4721	-9.60E-06	7.5185	-4.5111	-1.75E-05	4.96E-07	-2.98E-07	-1.15E-12	33.461	-20.077	-7.79E-05
-0.5	6.464	-6.464	-2.51E-05	3.11E-07	-1.87E-07	-7.24E-13	27.67	-16.602	-6.44E-05	4.5774	-2.7464	-1.06E-05	8.3534	-5.012	-1.94E-05	5.21E-07	-3.12E-07	-1.21E-12	37.208	-22.325	-8.66E-05
-0.45	6.464	-6.464	-2.51E-05	1.18E-07	-2.44E-08	-9.48E-14	27.67	-16.602	-6.44E-05	4.5772	-2.7463	-1.06E-05	8.3535	-5.0121	-1.94E-05	5.73E-07	-3.44E-07	-1.33E-12	37.232	-22.339	-8.66E-05
-0.4	5.82	-5.82	-2.26E-05	1.01E-07	5.82E-08	2.26E-13	24.904	-14.943	-5.80E-05	4.1203	-2.4722	-9.60E-06	7.5186	-4.5112	-1.75E-05	9.44E-07	-5.66E-07	-2.20E-12	33.475	-20.085	-7.79E-05
-0.35	5.178	-5.178	-2.01E-05	1.17E-07	5.36E-08	2.08E-13	22.141	-13.285	-5.15E-05	3.6633	-2.198	-8.52E-06	6.684	-4.0104	-1.55E-05	4.55E-06	-2.73E-06	-1.06E-11	29.753	-17.852	-6.93E-05
-0.3	4.53	-4.53	-1.76E-05	1.82E-07	1.09E-07	4.23E-13	19.369	-11.622	-4.51E-05	3.2051	-1.9231	-7.46E-06	5.8475	-3.5085	-1.36E-05	4.96E-07	-2.86E-07	-1.11E-12	26.063	-15.638	-6.06E-05
-0.25	3.886	-3.886	-1.51E-05	1.09E-07	6.26E-08	2.42E-13	16.6	-9.96	-3.87E-05	2.7472	-1.6483	-6.39E-06	5.0113	-3.0068	-1.17E-05	2.77E-05	1.66E-05	6.44E-11	22.354	-13.413	-5.20E-05
-0.2	3.238	-3.238	-1.26E-05	2.90E-07	1.74E-07	6.75E-13	13.831	-8.2984	-3.22E-05	2.2892	-1.3735	-5.33E-06	4.1753	-2.5052	-9.72E-06	2.81E-05	1.68E-05	6.53E-11	18.629	-11.177	-4.34E-05
-0.15	2.594	-2.594	-1.01E-05	1.96E-07	7.78E-08	3.01E-13	11.066	-6.6398	-2.57E-05	1.832	-1.0992	-4.26E-06	3.3408	-2.0045	-7.77E-06	1.28E-06	-6.92E-07	-2.69E-12	14.879	-8.9273	-3.46E-05
-0.1	1.946	-1.946	-7.55E-06	1.85E-07	8.32E-08	3.22E-13	8.3009	-4.9805	-1.93E-05	1.3745	-0.82468	-3.20E-06	2.5061	-1.5037	-5.83E-06	1.91E-05	1.14E-05	4.44E-11	11.169	-6.7012	-2.60E-05
-0.05	1.298	-1.298	-5.03E-06	1.46E-07	7.18E-08	2.78E-13	5.5324	-3.3194	-1.29E-05	0.91626	-0.54975	-2.13E-06	1.6704	-1.0022	-3.89E-06	2.59E-05	1.56E-05	6.05E-11	7.4424	-4.4654	-1.73E-05
0	0.648	-0.648	-2.51E-06	1.20E-07	5.46E-08	2.11E-13	2.7632	-1.6579	-6.43E-06	0.45774	-0.27464	-1.06E-06	0.83433	-0.5006	-1.94E-06	9.78E-06	5.87E-06	2.29E-11	3.7111	-2.2266	-8.64E-06
0	2.39E-05	2.39E-05	9.28E-11	2.03E-07	6.84E-08	2.66E-13	0.00035272	0.00021163	8.21E-10	3.89E-05	2.33E-05	9.05E-11	3.24E-05	1.94E-05	7.53E-11	4.78E-07	2.87E-07	1.12E-12	0.00014123	8.47E-05	3.28E-10
0.05	1.50E-05	1.50E-05	5.82E-11	1.62E-07	-8.43E-08	-3.27E-13	2.67E-05	1.60E-05	6.20E-11	2.60E-05	1.56E-05	6.07E-11	2.16E-05	1.29E-05	5.00E-11	5.96E-07	3.47E-07	1.35E-12	3.13E-05	1.88E-05	7.28E-11
0.1	0.651	0.651	2.53E-06	1.82E-07	1.09E-07	4.24E-13	2.7763	1.6658	6.46E-06	0.46004	0.27603	1.07E-06	0.83811	0.50287	1.95E-06	1.83E-06	1.10E-06	4.25E-12	3.7348	2.2409	8.69E-06
0.15	1.3	1.3	5.05E-06	1.29E-07	6.53E-08	2.54E-13	5.5454	3.3273	1.29E-05	0.91902	0.55141	2.14E-06	1.6741	1.0045	3.90E-06	1.72E-06	1.03E-06	4.00E-12	7.4627	4.4776	1.74E-05
0.2	1.952	1.952	7.56E-06	1.39E-07	3.67E-08	1.43E-13	8.3132	4.9879	1.93E-05	1.3781	0.82684	3.21E-06	2.5097	1.5058	5.84E-06	3.42E-07	2.05E-07	7.95E-13	11.19	6.7143	2.61E-05
0.25	2.6	2.6	1.01E-05	1.96E-07	1.15E-07	4.44E-13	11.078	6.6466	2.58E-05	1.8369	1.1021	4.28E-06	3.3443	2.0066	7.78E-06	4.68E-07	-4.46E-08	-1.73E-13	14.913	8.9475	3.47E-05
0.3	3.246	3.246	1.26E-05	2.87E-07	1.72E-07	6.67E-13	13.841	8.3044	3.22E-05	2.2957	1.3774	5.34E-06	4.1783	2.507	9.72E-06	1.30E-06	-5.33E-07	-2.08E-12	18.621	11.173	4.33E-05
0.35	3.892	3.892	1.51E-05	1.22E-07	7.31E-08	2.84E-13	16.609	9.9654	3.87E-05	2.7556	1.6534	6.41E-06	5.0141	3.0085	1.17E-05	3.32E-07	1.99E-07	7.73E-13	22.39	13.434	5.21E-05
0.4	4.542	4.542	1.76E-05	3.15E-07	-7.84E-08	-3.03E-13	19.378	11.627	4.51E-05	3.216	1.9296	7.48E-06	5.85	3.51	1.36E-05	6.71E-06	4.03E-06	1.56E-11	26.12	15.672	6.08E-05
0.45	5.19	5.19	2.01E-05	3.06E-07	6.24E-08	2.42E-13	22.147	13.288	5.15E-05	3.6766	2.206	8.56E-06	6.6862	4.0117	1.55E-05	3.02E-06	-1.50E-06	-5.82E-12	29.872	17.923	6.95E-05
0.5	5.838	5.838	2.26E-05	3.55E-07	2.10E-07	8.12E-13	24.912	14.947	5.80E-05	4.1366	2.4819	9.60E-06	7.5209	4.5125	1.75E-05	3.81E-06	2.29E-06	8.85E-12	33.585	20.151	7.81E-05
0.5	6.484	6.484	2.51E-05	1.13E-06	-4.33E-07	-1.69E-12	27.676	16.606	6.44E-05	4.5973	2.7584	1.07E-05	8.3554	5.0132	1.94E-05	5.18E-07	4.30E-08	1.67E-13	37.374	22.425	8.70E-05
0.45	6.484	6.484	2.51E-05	4.57E-07	2.15E-07	8.31E-13	27.675	16.605	6.44E-05	4.5974	2.7584	1.07E-05	8.3554	5.0132	1.94E-05	1.91E-06	1.14E-06	4.43E-12	37.392	22.435	8.70E-05
0.4	5.834	5.834	2.26E-05	6.51E-07	-3.91E-07	-1.51E-12	24.911	14.947	5.80E-05	4.1367	2.482	9.60E-06	7.5208	4.5125	1.75E-05	4.62E-08	-1.40E-08	-5.44E-14	33.622	20.173	7.82E-05
0.35	5.19	5.19	2.01E-05	6.84E-07	-1.63E-08	-6.28E-14	22.146	13.287	5.15E-05	3.6764	2.2058	8.56E-06	6.6859	4.0116	1.55E-05	7.85E-06	4.61E-06	1.79E-11	29.882	17.929	6.95E-05
