voltage_YSR_1_31B	absJ_YSR_1_31B	J_YSR_1_31B	current_YSR_1_31B	time_YSR_1_31B
-1.000000E-1	5.291321E-6	5.291321E-6	2.052244E-11	1.214941E+2
-5.000000E-2	6.584096E-6	6.584096E-6	2.553648E-11	1.220176E+2
0.000000E+0	7.970118E-6	7.970118E-6	3.091218E-11	1.225410E+2
0.000000E+0	7.749183E-6	7.749183E-6	3.005528E-11	1.230654E+2
5.000000E-2	9.155582E-6	9.155582E-6	3.551001E-11	1.235889E+2
1.000000E-1	1.061085E-5	1.061085E-5	4.115427E-11	1.241123E+2
1.500000E-1	1.194283E-5	1.194283E-5	4.632036E-11	1.246357E+2
2.000000E-1	1.331754E-5	1.331754E-5	5.165222E-11	1.251592E+2
2.500000E-1	1.463236E-5	1.463236E-5	5.675173E-11	1.256826E+2
3.000000E-1	1.574723E-5	1.574723E-5	6.107576E-11	1.262061E+2
3.500000E-1	1.654530E-5	1.654530E-5	6.417109E-11	1.267295E+2
4.000000E-1	1.717889E-5	1.717889E-5	6.662850E-11	1.272529E+2
4.500000E-1	1.780957E-5	1.780957E-5	6.907459E-11	1.277764E+2
5.000000E-1	1.998583E-5	1.998583E-5	7.751522E-11	1.283818E+2
5.000000E-1	1.787887E-5	1.787887E-5	6.934336E-11	1.292773E+2
4.500000E-1	1.779555E-5	1.779555E-5	6.902023E-11	1.298828E+2
4.000000E-1	1.645702E-5	1.645702E-5	6.382869E-11	1.307783E+2
3.500000E-1	1.588441E-5	1.588441E-5	6.160782E-11	1.313018E+2
3.000000E-1	1.450848E-5	1.450848E-5	5.627126E-11	1.318252E+2
2.500000E-1	1.295368E-5	1.295368E-5	5.024096E-11	1.323486E+2
2.000000E-1	1.144570E-5	1.144570E-5	4.439227E-11	1.328721E+2
1.500000E-1	1.008809E-5	1.008809E-5	3.912676E-11	1.333955E+2
1.000000E-1	8.652837E-6	8.652837E-6	3.356011E-11	1.339189E+2
5.000000E-2	7.302903E-6	7.302903E-6	2.832438E-11	1.344424E+2
0.000000E+0	5.939331E-6	5.939331E-6	2.303575E-11	1.349658E+2
-5.000000E-2	4.554760E-6	4.554760E-6	1.766568E-11	1.354902E+2
-1.000000E-1	3.296841E-6	3.296841E-6	1.278683E-11	1.360137E+2
-1.500000E-1	1.876336E-6	1.876336E-6	7.277387E-12	1.365371E+2
-2.000000E-1	6.583604E-7	6.583604E-7	2.553457E-12	1.370605E+2
-2.500000E-1	7.477205E-7	-7.477205E-7	-2.900041E-12	1.375840E+2
-3.000000E-1	2.074553E-6	-2.074553E-6	-8.046175E-12	1.381074E+2
-3.500000E-1	3.316607E-6	-3.316607E-6	-1.286349E-11	1.386309E+2
-4.000000E-1	4.737462E-6	-4.737462E-6	-1.837429E-11	1.391543E+2
-4.500000E-1	5.949737E-6	-5.949737E-6	-2.307611E-11	1.396777E+2
-5.000000E-1	7.343197E-6	-7.343197E-6	-2.848066E-11	1.402012E+2
-5.000000E-1	7.042868E-6	-7.042868E-6	-2.731583E-11	1.407246E+2
-4.500000E-1	5.200405E-6	-5.200405E-6	-2.016982E-11	1.412480E+2
-4.000000E-1	3.545403E-6	-3.545403E-6	-1.375088E-11	1.417715E+2
-3.500000E-1	1.963410E-6	-1.963410E-6	-7.615103E-12	1.422949E+2
-3.000000E-1	5.634580E-7	-5.634580E-7	-2.185377E-12	1.428184E+2
-2.500000E-1	9.077021E-7	9.077021E-7	3.520531E-12	1.433418E+2
-2.000000E-1	2.299453E-6	2.299453E-6	8.918449E-12	1.438652E+2
-1.500000E-1	3.636010E-6	3.636010E-6	1.410230E-11	1.443887E+2
-1.000000E-1	5.088393E-6	5.088393E-6	1.973538E-11	1.449121E+2
-5.000000E-2	6.364107E-6	6.364107E-6	2.468325E-11	1.454355E+2
0.000000E+0	7.788634E-6	7.788634E-6	3.020829E-11	1.459590E+2
0.000000E+0	7.490929E-6	7.490929E-6	2.905364E-11	1.464824E+2
5.000000E-2	8.892032E-6	8.892032E-6	3.448783E-11	1.470059E+2
1.000000E-1	1.033449E-5	1.033449E-5	4.008240E-11	1.475293E+2
1.500000E-1	1.161757E-5	1.161757E-5	4.505886E-11	1.480527E+2
2.000000E-1	1.302807E-5	1.302807E-5	5.052950E-11	1.485762E+2
2.500000E-1	1.424929E-5	1.424929E-5	5.526601E-11	1.490996E+2
3.000000E-1	1.555317E-5	1.555317E-5	6.032311E-11	1.496230E+2
3.500000E-1	1.549156E-5	1.549156E-5	6.008416E-11	1.505635E+2
4.000000E-1	1.651660E-5	1.651660E-5	6.405977E-11	1.514590E+2
4.500000E-1	1.773393E-5	1.773393E-5	6.878120E-11	1.520645E+2
5.000000E-1	1.771790E-5	1.771790E-5	6.871905E-11	1.529600E+2
5.000000E-1	1.886401E-5	1.886401E-5	7.316425E-11	1.535664E+2
4.500000E-1	1.694334E-5	1.694334E-5	6.571491E-11	1.544609E+2
4.000000E-1	1.648216E-5	1.648216E-5	6.392620E-11	1.549844E+2
3.500000E-1	1.553695E-5	1.553695E-5	6.026019E-11	1.555078E+2
3.000000E-1	1.397909E-5	1.397909E-5	5.421803E-11	1.560313E+2
2.500000E-1	1.245617E-5	1.245617E-5	4.831139E-11	1.565547E+2
2.000000E-1	1.109248E-5	1.109248E-5	4.302229E-11	1.570781E+2
1.500000E-1	9.660667E-6	9.660667E-6	3.746899E-11	1.576016E+2
